trade_date,entry_time,exit_time,position_id,strategy,direction,expiry,legs,contracts,entry_spread,exit_spread,target,stop,exit_reason,pnl,duration_min,spx_entry,spx_exit
2026-03-09,11:04:42,11:37:07,POS_20260309_0001,STRAT_CREDIT_PUT,BULLISH,20260309,P6695S|P6670B,2,-8.3,-9.4,-4.15,-12.45,TIME,-220.0,32,6695.32,6698.63
